index,source,target
0,%s「%s」,
1,"まあ、よろしく頼むニャ……。
ただ、退屈な狩りだけは勘弁するニャ。",
2,"自分のことは自分でやるニャ。
足手まといにはなるニャよ…。",
3,"あんたを助ける余裕は無いニャ。
自分の身は、自分で守るニャ。",
4,"なにをノンキに構えているニャ。
ここは狩り場…狩るか狩られるかの戦場だニャ。",
5,"すでに危険地帯だニャ。
目を凝らし、耳をすませ、鼻をきかせるニャ。
周りのすべてを味方につけるんだニャ。",
6,"準備はいいニャ？
…よし、お手並み拝見といくニャ。",
7,"良い格好をしようなどと思わないことニャ。
ここから無事に帰ることだけを考えるニャ。",
8,"…怖いかニャ？
ふっ、恥ずかしがることは無いニャ。
そういうヤツの方が信頼できるからニャ…",
9,"命がけの勝負ニャ。
そして、俺たちの真価が問われる時…。
全力のお前を見せるんだニャ！",
10,"納品なんて面倒臭いとか思っているニャ？
それは、素人の発想ニャ。
深い知識がいるクエストニャ。それが分かって
初めて真のハンターと言えるニャ。",
11,"まずまずの結果だニャ。
まさか、こんなので満足しているのかニャ？",
12,"まあ、よしとするニャ。
次のクエストに力を温存出来たのは幸運だニャ。",
13,"なんだ、もう終わりかニャ？
肩慣らしにもならんニャ。",
14,"このクエスト…どう思ったかニャ？
俺たちはまだできる、そう思わないかニャ？",
15,"なかなかの相手だったニャ。
だが、これで慢心してはいけないニャ。",
16,"俺だって鼻歌ぐらいは歌うニャ。
そう、仕留めた獲物への鎮魂歌としてニャ…。",
17,"ふっ…ガラにもないことを言うがニャ…。
お前がいてくれてよかったニャ…。",
18,"クエスト中、しっかりと感じたニャ。
お前の熱い魂を…ニャ。
…次もよろしく頼むニャ。",
19,"俺もまだまだ未熟だニャ…。
だが、お前となら、
必ず辿りつけると信じているニャ。
ハンターの高みへと…ニャ。",
20,"依頼は無事終了ニャ。
だが、お前は見つけられたかニャ？
自分の中にある、無限の可能性を…。",
21,"部位破壊を確認したニャ。
さあ、次の行程に移るニャ…。",
22,"部位破壊に成功ニャ。
手負いのモンスターには要注意ニャ。",
23,"なるほど、荒削りだが良い部位破壊だニャ。
ふっ、勉強させてもらったニャ。",
24,"狩るだけなら並のハンターニャ。
部位破壊こそが、一流ハンターの証ニャ。",
25,"部位破壊に成功したニャ。
相手を知り尽くしたハンターでなければ
できない芸当だニャ。",
26,"鮮やかな部位破壊だったニャ。
素直に賞賛の言葉を贈るニャ。",
27,"そう気を落とすなニャ。
絶えず変わるのが運というもの…。
次は必ず、うまくいくニャ。",
28,"泣いた今日という日を、
笑って話せる明日が来るニャ。
だから…顔をあげるニャ。",
29,"お前のその眼が、
まだ諦めないと言っているニャ…。
よし、俺はとことん付き合ってやるニャ！",
30,"逃げた…まあ、よくあることニャ。
逃げられたら、追い詰める、
ただ、それだけニャ。",
31,"逃げたニャ。
待ち伏せしている可能性もあるニャ。
気を抜くんじゃないニャ。",
32,"行ったニャ…。
急がなくてもいいニャ。
ヤツの場所は、もう見えているニャ。",
33,"逃げられるとは、詰めが甘かったかニャ。
だが、必ず見つけるニャ。",
34,"効いているニャ！
さあ、最後の追い込みと行くニャ！",
35,"相当弱っているニャ…。
よし！ダメ押し行くニャ！",
36,"見えた！あと一息！
油断するんじゃないニャ！",
37,"どうやら虫の息のようだニャ…。
達成まであと間近！
ようし、シマイの作戦ニャ！",
38,"息が切れているようだニャ。
では、得意の連携でトドメと行くニャ！",
39,"好機！
ここでダメ押しの一撃…！
間髪入れずにやってやれニャ！",
