index,source,target
0,%s「%s」,
1,"よろしくお願いしますニャ！
足手まといにならないよう、
一所懸命ガンバルニャ！",
2,"ここが今日の狩り場かニャ？
どんな狩りになるか、
今から楽しみですニャ！",
3,"お誘いいただき、ありがとうございますニャ！
期待に応えられるよう、
精一杯やらせていただくニャ！",
4,"さあ、ハリキって行くニャ！
背中はボクにお任せくださいニャ！",
5,"ニャハッ！
あなたと狩りに行けるなんて、
夢のようですニャ！",
6,"狩り場に来たら、
あとはチカラを出し切るのみニャ！
さあ、参りますニャ！",
7,"よろしくお願いしますニャ！
今日はイイコトがありそうな気がするニャ！",
8,"もしボクが倒れても、助けようなんて
思わないでほしいですニャ。
あなたの足手まといには、なりたくないニャ…",
9,"ボクは何があってもあなたを信じていますニャ。
たとえ、この身に何があろうとも…。",
10,"今回は狩猟じゃないニャ？
でもボク、こういうの大好きニャ！
宝探しみたいで、楽しいのニャ！",
11,"おつかれさまニャ！
無事に終わってホッとしていますニャ…。
ボク、お役に立てましたかニャ？",
12,"ふぅ〜、終わったニャ〜…。
これだけ頑張ったんだから、
きっと報酬をハズんでくれるに違いないニャ！",
13,"まだまだ暴れ足りないニャ！
…なーんて、もうヘトヘトですニャ〜。",
14,"あなたとの狩りはとても楽しいニャ！
…だから、また誘ってくれませんかニャ？",
15,"ふぅ…ボクにもっと腕があれば、
もっとあなたを助けられるニャ…。
…よおし、帰ったら自主トレするニャ！",
16,"やったニャ！
今日はゴハンが美味しいに違いないですニャ！
さあ、いつもの店にレッツゴーですニャ！",
17,"あなたとの狩りでボクは大きく成長できるニャ。
だからきっと、あなたは
ボクの最高の相方なんですニャ！",
18,"またひとつ達成できたニャ！
か、感動ニャ！この昂ぶる気持ちを、
世界中のみんなに伝えたいニャ！",
19,"あなたとの狩りは、いつもボクの心に残るニャ。
あなたの心には残っていますかニャ？
そうあって欲しいと祈る、毎日ですニャ…。",
20,"やったニャ！ばっちり達成ニャ！
これで依頼した人も幸せになれるニャ！？",
21,"ナイスだニャ！
さわやかに部位破壊成功ですニャ！",
22,"やったニャ！これで部位破壊報酬が…！
って、ニャハハ、気が早すぎでしたニャ！",
23,"部位破壊を確認したニャ！
次に狙う部位は…どこですかニャ？",
24,"部位破壊に成功したニャ！
ああ、なんと見事な身のこなし…。
む、胸の高鳴りを抑えられないニャ！",
25,"さすが！
決して期待を裏切らない、華麗な部位破壊ニャ！",
26,"部位破壊に成功ニャ！
あの部位を的確に破壊できるなんて…。
さすがの一言ですニャ！",
27,"己の慢心がこのザマニャ…。
す、すみません！
もう二度と、同じ過ちは繰り返しませんから、
だから、もう一度！もう一度お願いするニャ！",
28,"もう後戻りはできない…。
でも大丈夫！あなたとボクなら、
絶対に達成できますニャ！",
29,"見えるニャ…。
あなたの心で燃え続ける熱い炎が見えるのニャ！
だから、諦めちゃダメですニャ！",
30,"逃げてしまったニャ…。
でも、大丈夫ニャ！
今ならきっと間に合いますニャ！",
31,"に、逃げられたニャ…。
でも、それはきっとモンスターが苦しいのニャ。
さあ、この調子で追い詰めるニャ！",
32,"逃げたニャ！
ここが絶好の狙い目、すぐに追いますニャ！",
33,"悔しい！行ってしまったニャ…。
でも、決して逃したりしないニャ…。
ボクの狩猟本能をナメるんじゃないニャ！",
34,"攻撃が効いているニャ！
あともう少しに違いないニャ！",
35,"相手は弱っているニャ！
さあ、ダメ押しの一手と行くニャ！",
36,"相手は虫の息ニャ！
だけど、気を抜いたらキケンなのニャ！",
37,"手応えを感じたニャ！
きっと、あともう少しで終わるニャ！",
38,"今だニャ！
喰らえ！ボクたちの技を！",
39,"さあ、ヤマ場ですニャ！
あなたの手で、
ばっちりキメちゃってくださいニャ！",
