index,source,target
0,%s「%s」,
1,"お誘いいただき、光栄ですニャ！
足手まといにならないよう、
一所懸命がんばるニャ！",
2,"こんなボクでもお役に立てるかニャ…。
いやいや！弱気は最大の敵！
しっかりするニャ！",
3,"ボクが倒れても、
遠慮なく置いて行ってくださいニャ…。
足手まといにだけはなりたくないニャ。",
4,"ううっ、この緊張感！
ここはもうモンスターの縄張りニャ！
油断したらオダブツなのニャ！",
5,"ブルブル…。
わ、忘れ物をした気がするニャ。
いったん戻ってもいいニャ？",
6,"心臓が張り裂けそうニャ…。
お、落ち着くニャ、ボク。
きっとだいじょうぶニャ…。",
7,"もしボクが泣き言を言ったら、
思いっきり、ひっぱたいてほしいニャ！
…でも、ちょっとは手加減してくれるニャ？",
8,"ハンターの名に恥じぬよう、
精一杯がんばるニャ！
思う存分、ボクを使ってほしいニャ！",
9,"ふ、震えが止まらないニャ…。
でも、今日は逃げないニャ！
あなたのために、全てを捧げるニャ！",
10,"わあ、納品クエストだニャ？
こういうのイチバン得意…あ、いえ。
退屈なクエストだけど、付き合いますニャ。",
11,"ふニャア…。
一時はどうなるかと思ったニャ…。",
12,"ボ、ボク生きてるニャ！
明日も太陽を拝めるニャ…。",
13,"ううぅ…。
生きた心地がしなかったニャ…。
早く帰りたいニャ…。",
14,"はニャ！つい、感動の涙が…。
あの、胸をお借りしてもいいですかニャ！？",
15,"と、とんでもないニャ！
こちらこそ、お役に立てて光栄ですニャ…。",
16,"うそ、まさか、そんニャ！？
こんなにうまくいくなんて…夢なのかニャ？
ちょ、ちょっと頬をつねってみるニャ！",
17,"ハンターになって良かったニャ…。
ボクの居場所は、きっとここなんだニャ…。",
18,"諦めないことが大切なんニャ…。
このクエストで、
自分の中に眠る可能性を感じたニャ。",
19,"最後の一撃…感動したニャ！
あなたこそが真のハンターだニャ！",
20,"お疲れ様でしたニャ！
引き続き狩猟の方も、ご指導よろしくニャ！",
21,"やったニャ！
部位破壊に成功ですニャ！",
22,"部位破壊を確認したニャ！
このまま一気に攻めるんだニャ！",
23,"部位破壊に成功ですニャ！
…って、あわわ！
余計に暴れだしたニャー！",
24,"部位破壊成功ですニャ！
できるだけ、部位破壊はした方が良いニャ？
ギルドからの報酬が増えるとか！",
25,"部位破壊成功ですニャ！
部位破壊でとれる素材は貴重なんですニャ？
報酬が楽しみニャ！",
26,"部位破壊成功！
でも、最後まで油断しちゃダメニャ…。
ボ、ボクもまだ頑張れるニャ！",
27,"ボクが言うのもアレですが…。
そんな顔見たくありませんニャ！
早く、早く起き上がって下さいニャ！",
28,"ボクが一番最初にあなたから教わったこと…。
それは、絶対に諦めてはダメだということニャ！
さあ、顔を上げるニャ！",
29,"ボクにはあなたしかいないんだニャ！
立つニャ！起き上がるニャ！
いっしょにクエスト成功させるんだニャ！！",
30,"取り逃したニャ…。
まだ…まだ間に合うニャ？",
31,"なんて逃げ足の速さニャ！
でも、あなたと一緒なら、
きっと追いつけるニャ！",
32,"逃げられたニャ…。
ボクの気持ちも知らずに、許せないニャ！
絶対見つけて、狩ってやるニャ！",
33,"うう、逃がしちゃったニャ…。
お、落ち込んでいるヒマは無いニャ！
世界の果てまで追いかけてやるニャ！",
34,"相手はかなり弱っているようニャ！
あともう一息…いっしょに頑張るニャ！",
35,"効いているニャ！
あと少しでボクらの勝ちニャ！",
36,"あとひと押し！
でも、油断しちゃダメですニャ！",
37,"よしっ！もう相手に余力はないニャ。
さあ、あなたの見せ場ニャ！",
38,"攻撃が効いてますニャ！
見たか！これがボクたちの友情連携だニャ！",
39,"あともう少しニャ…。
さあ！最後はあなたの技で
決めちゃってくださいニャ！",
