index,source,target
0,Quest Name:{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}Time Left:{j}{j},
1,Quest Name:{j}{j}{j}{j}Main Objective:{j}{j}Quest Lv:{j}{j}Subquest-A:{j}{j}{j}Subquest-B:{j}{j}{j}Conditions:{j}{j}{j}{j},
2,Quest Name:{j}{j}{j}{j}Time:{j}Contract:{j}Main Reward:{j}Sub-A Reward:{j}Sub-B Reward:{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
3,Quest Name:{j}{j}{j}{j}Client:{j}Area:{j}{j}Details:{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j},
4,Quest Name:{j}{j}{j}{j}Time　　：{j}Speed：{j}Main P:{j}Sub-A P:{j}Sub-B P:{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
5,Quest Name:{j}{j}{j}Client:{j}Area:{j}ハイスコア　：{j}Time：{j}Members ：{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j},
6,Quest Name:{j}{j}{j}Quest Member：{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j},
7,Quest Name:{j}{j}{j}{j}Time:{j}Contract:{j}{j}{j}{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
8,Quest Name:{j}{j}{j}{j}Required Objective：{j}{j}{j}{j}{j}Quest Lv:{j}{j}Conditions:{j}{j}{j}{j}{j}{j}{j},
9,Quest Name:{j}{j}{j}{j}Time:{j}Contract:{j}Reward　：{j}{j}{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
10,Quest Name:{j}{j}{j}{j}Time:{j}契約チケット：{j}Main Reward:{j}Sub-A Reward:{j}Sub-B Reward:{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
11,Quest Name:{j}{j}{j}{j}Time:{j}契約チケット：{j}Reward　：{j}{j}{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
12,Quest Name:{j}{j}{j}{j}Time:{j}Success:{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j},
13,Pioneer ：{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}Time Left:{j}{j},
14,Pioneer ：{j}{j}Main Objective:{j}{j}{j}{j}{j}{j}{j}Area:{j}{j}Season and Time:{j}{j}{j}Conditions:{j}{j}{j}{j},
15,Pioneer ：{j}{j}{j}{j}Time:{j}Contract:{j}Main Reward:{j}{j}{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
16,Pioneer ：{j}{j}マストオーダー：{j}{j}{j}{j}{j}{j}{j}Area:{j}{j}季節と時間:{j}{j}{j}Conditions:{j}{j}{j}{j},
17,Pioneer ：{j}{j}{j}{j}Time:{j}Contract:{j}Reward　：{j}{j}{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
18,Quest Name:{j}{j}{j}Goal：{j}{j}{j}{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j}Time Left:{j}{j}{j},
19,Contract:{j}{j}{j}Time:{j}{j}{j}Conditions:{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j},
20,Contract:{j}{j}{j}Time:{j}{j}{j}Conditions:{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j},
21,Quest Name:{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j}{j},
22,Quest Name:{j}{j}{j}{j}Time:{j}Contract:{j}Main Reward:{j}Sub-A Reward:{j}Sub-B Reward:{j}Success P　：{j}Success:{j}{j}{j}{j}Failure:{j}{j}{j}{j},
23,Quest Name:{j}{j}Contract　　：{j}{j}Conditions　：{j}{j}{j}{j}Return Method ：{j}{j}{j}{j}失敗条件　　：{j}{j}{j}{j}{j}{j},
24,Quest Name:{j}{j}Contract　　：{j}{j}Conditions　：{j}{j}{j}{j}Return Method ：{j}{j}{j}{j}Fail Cond.　：{j}{j}{j}{j}Time Left　　：{j}{j},
