index,source,target
0,None{j}　,
1,"歩行{j}押下中は前方に
歩行",
2,"ダッシュ{j}押下中は前方に
ダッシュ",
3,"回避{j}方向カーソルの向
いている方へ回避",
4,"Reset Camera{j}カメラを前方へ
リセット",
5,"カメラ・反時計{j}回転中はカメラの
角度が反時計回り",
6,"カメラ・時計{j}回転中はカメラの
角度が時計回り",
7,"自動カメラ・反時計{j}角度が反時計回りに
自動で回転",
8,"自動カメラ・時計{j}角度が時計回りに
自動で回転",
9,"カメラ・上昇{j}回転中はカメラの
角度が上昇",
10,"カメラ・下降{j}回転中はカメラの
角度が下降",
11,弾の選択・上{j}上方向に弾を切り替え,
12,弾の選択・下{j}下方向に弾を切り替え,
13,"前方向設定攻撃{j}ゲームパッドの右
スティック前と同じ",
14,"後方向設定攻撃{j}ゲームパッドの右
スティック後ろと同じ",
15,"右方向設定攻撃{j}ゲームパッドの右
スティック右と同じ",
16,"左方向設定攻撃{j}ゲームパッドの右
スティック左と同じ",
17,"特殊攻撃１{j}ゲームパッドの
Ｒ１ボタンと同じ",
18,"特殊攻撃２{j}ゲームパッドの
Ｒ３ボタンと同じ",
19,全方向設定{j}向きを決定,
20,"全方向設定攻撃{j}ゲームパッドの右
スティックと同じ",
21,"カメラ左右設定{j}カメラを時計回り・
反時計回りに回転",
22,Use Item{j}アイテムを使用する,
23,Attack{j}攻撃に使用,
24,カメラ{j}カメラ移動,
25,コンボパレット再生{j}セット番号を順次再生,
26,アイテムの選択・右{j}回転で選択（右送り),
27,アイテムの選択・左{j}回転で選択（左送り),
28,"コンボの選択・昇順{j}コンボパレットの選択
（昇順)",
29,"コンボの選択・降順{j}コンボパレットの選択
（降順)",
30,"カメラの上下左右設定{j}カメラの移動
エイミングの操作",
31,オブジェクトアクセス{j}採取や剥ぎ取り動作,
32,アイテム選択{j}テーブルを左右に回転,
33,コンボパレット再生{j}セット番号を順次再生,
34,ダッシュ{j}押下中はダッシュ,
35,"回避行動{j}進行方法へ回避
停止時はしゃがむ",
36,特殊行動{j}武器毎に特殊行動,
37,弾丸ビン剣晶選択{j}テーブルを上下へ回転,
38,"カメラ左右移動{j}スコープモードや照準
移動時は上下移動可",
39,Guard{j}防御態勢を取る,
40,Reload{j}弾丸の装填,
41,溜め{j}強い打撃技を放つ,
42,Guard{j}防御態勢を取る,
43,Guard{j}防御態勢を取る,
44,Reload{j}弾丸の装填,
45,Demon Mode{j}一時攻撃力を増す,
46,Spirit Blade{j}ゲージ消費斬撃,
47,演奏開始{j}狩猟補助の旋律を演奏,
48,Guard{j}防御態勢を取る,
49,Take Aim{j}矢の軌道目安を表示,
