index,source,target
0,ON{j}OFF{j}{j},
1,ON{j}OFF{j}{j},
2,NORMAL{j}REVERSE1{j}REVERSE2{j},
3,{j}{j}{j},
4,NORMAL{j}REVERSE1{j}REVERSE2{j},
5,OFF{j}ON{j}{j},
6,SMALL{j}MEDIUM{j}LARGE{j},
7,NAME{j}ＩＤ{j}ＲＰ{j},
8,TYPE 1{j}TYPE 2{j}{j},
9,ON{j}OFF{j}{j},
10,ON{j}OFF{j}{j},
11,TYPE 1{j}TYPE 2{j}{j},
12,{j}{j}{j},
13,{j}{j}{j},
14,Low{j}Medium{j}High{j},
15,OFF{j}ON{j}{j},
16,Minimum{j}Variable{j}{j},
17,OFF{j}OFF{j}Anytime{j}Regular,
18,OFF{j}ON{j}{j},
19,{j}{j}{j},
20,OFF{j}{j}{j},
21,OFF{j}{j}{j},
22,Large{j}Medium{j}Small{j}Auto,
23,Variable{j}Fixed{j}{j},
24,ON{j}OFF{j}{j},
25,ON{j}OFF{j}{j},
26,ON{j}OFF{j}{j},
27,TYPE 1{j}TYPE 2{j}{j},
28,ON{j}OFF{j}{j},
29,Context{j}Icons{j}{j},
30,KEYBOARD{j}PAD{j}KEY/PAD{j},
31,OFF{j}ON{j}{j},
32,OFF{j}ON{j}{j},
33,OFF{j}ON{j}{j},
34,{j}{j}{j},
35,{j}{j}{j},
36,NORMAL{j}REVERSE1{j}REVERSE2{j},
37,{j}{j}{j},
38,OFF{j}ON{j}{j},
39,OFF{j}ON{j}{j},
40,OFF{j}ON{j}{j},
41,OFF{j}Everyone{j}Others{j}Yourself,
42,TYPE 1{j}TYPE 2{j}{j},
43,TYPE 1{j}TYPE 2{j}{j},
44,ON{j}OFF{j}{j},
45,ON{j}OFF{j}{j},
46,ON{j}OFF{j}{j},
47,{j}{j}{j},
48,ON{j}OFF{j}{j},
49,OFF{j}ON{j}{j},
50,OFF{j}ON{j}{j},
51,OFF{j}ON{j}{j},
52,OFF{j}ON{j}{j},
53,{j}{j}{j},
54,{j}{j}{j},
55,{j}{j}{j},
56,{j}{j}{j},
57,ON{j}OFF{j}{j},
58,{j}{j}{j},
59,OFF{j}TYPE 1{j}TYPE 2{j}TYPE 3,
60,Name{j}Player ID{j}{j},
61,{j}{j}{j},
62,ON{j}OFF{j}{j},
63,ON{j}OFF{j}{j},
64,ON{j}OFF{j}{j},
65,ON{j}OFF{j}{j},
66,{j}{j}{j},
67,{j}{j}{j},
68,ON{j}OFF{j}{j},
69,ON{j}OFF{j}{j},
70,OFF{j}TYPE 1{j}TYPE 2{j},
71,OFF{j}ON{j}{j},
72,OFF{j}ON{j}{j},
73,OFF{j}ON{j}{j},
74,ON{j}OFF{j}{j},
75,OFF{j}TYPE 1{j}TYPE 2{j},
76,ON{j}OFF{j}{j},
77,ON{j}OFF{j}{j},
78,OFF{j}ON{j}{j},
79,OFF{j}ON{j}{j},
80,{c05}OFF{/c}{j}{c05}ON{/c}{j}OFF{j}ON,
81,ON{j}OFF{j}{j},
82,Step Based{j}Smooth 1{j}Smooth 2{j},
83,{j}{j}{j},
84,TYPE 1{j}TYPE 2{j}{j},
85,{j}{j}{j},
86,{j}{j}{j},
87,OFF{j}ON{j}{j},
88,ON{j}OFF{j}{j},
89,OFF{j}ON{j}{j},
90,TYPE 1{j}TYPE 2{j}TYPE 3{j},
91,TYPE 1{j}TYPE 2{j}{j},
