index,source,target
0,%s「%s」,
1,私を選んだこと、感謝するニャ…。,
2,私で良ければ、付き合うニャ…。,
3,"有り難く便乗させてもらうニャ…。
ちょうど腕が鈍っていたところニャ…。",
4,"その覚悟は本物かニャ…？
途中で逃げ出すことは出来ないニャ…。",
5,"覚悟はできているニャ…。
この狩り…絶対に負けられないニャ…。",
6,"なるほど、このモンスターに目をつけるとはニャ…。
さすが、私の見込んだハンターだニャ…。",
7,"私の命を預けるニャ…。
あなたのためなら、本望ニャ…。",
8,"あなたの背中は、
必ず私が守るニャ…。
あなたは前を見ているだけでいいニャ…。",
9,"誰かに命を託すのも、悪くナイニャ…。
このことに気づくのに、
ずいぶんと時間が掛かってしまったが、ニャ…。",
10,"納品クエスト…。
狩りも採集も、等しく大事な依頼ニャ。
ハンターなら、当然持っている心得ニャ。",
11,"上出来だニャ…。
私がホンキを出すまでもなかったニャ…。",
12,"良い運びだったニャ…。
肩慣らしにはちょうどよかったニャ…。",
13,"なんとか成功だニャ…。
しかし、もっと上手く出来たはずニャ…。
次は、必ず…。",
14,"ふぅ…無事終了ニャ…。
でも、浮かれてばかりはいられないニャ…。
もっと力をつけて、
一日でも早く真のハンターになるニャ…。",
15,"我ながら、良い狩りだったニャ…。
しかし、慢心は命取り、
戻って特訓ニャ…。",
16,"ふっ…こんな狩りができると、
つい顔が緩んでしまうニャ…。
あなたの前だと、なおさら…ニャ。",
17,"あなたがいなければ、私は今頃…。
な、なんでもないニャ…。
未熟者の戯言、忘れてくれニャ…。",
18,"あなたのお陰で、ここまで強くなれたニャ…。
できることなら、また私を導いてほしいニャ…。",
19,"この喜びを、あなたと共有できることを、
私は感謝するニャ…。
そしてまた、再びこの瞬間を迎えたいニャ…。",
20,"ふぅ…狩猟とはまた違う気を使ったニャ…。
でも、時にはこんな日も必要ニャ…。",
21,"部位破壊成功…。
勝負はこれからニャ…。",
22,"む…部位破壊、完了ニャ…。
さあ、次に進むニャ…。",
23,"部位破壊を確認…。
並みのハンターでは、
あの一手は打ち込めないニャ…。",
24,"部位破壊成功ニャ！
しかし、油断は禁物ニャ…。",
25,"部位破壊を確認したニャ！
さあ、次はどう出るニャ…？",
26,"部位破壊に成功！
私の目に狂いはなかったニャ！",
27,"落ち込む必要は無いニャ…。
次に会う時、それがあいつの最期になるニャ…。",
28,"悔やむのは大事なことニャ…。
大切なのは、その悔しさを、
次にどう活かすかニャ…。",
29,"そんなあなたは見たく無いニャ…。
だから、立つニャ！
私のために立ってほしいのニャ！",
30,"逃げたニャ…。
一から探すとなると、かなり厄介だニャ…。",
31,"こうなったら、自分の目と鼻だけが頼りニャ…。
さあ、覚悟を決めて行くニャ！",
32,"大丈夫、まだ間に合うニャ…。
だが、深追いは禁物…。
あまりムリはしないことニャ…。",
33,"くっ、逃してしまったニャ…。
しかし、後悔しているヒマは無いニャ！",
34,"相手は虫の息ニャ…。
このまま、最後まで行きますニャ！",
35,"かなり弱っているニャ…。
そろそろ仕掛け時のようですニャ！",
36,"攻撃が効いているニャ…。
これで相手に余力はないはずニャ…。",
37,"あと少しニャ！
でも、最後まで気を抜いてはいけないニャ…。",
38,"今だニャ！
私とあなた、二人でトドメをさすニャ！",
39,"相手は虫の息…。
あなたの出番だニャ！",
