index,source,target
0,%s「%s」,
1,"よろしくお願いしますニャ！
お役に立てるように、頑張っちゃいますニャ！",
2,"この狩りに、全力をぶつけますニャ！
訓練の成果を見せてやるニャ！",
3,"準備万端ですニャ！
武器の手入れもばっちりニャ！",
4,"ああ、緊張するニャ…。
足を引っ張らないよう全力で頑張るニャ！",
5,"笑顔を忘れちゃダメですニャ！
楽しむことが、クエスト成功の秘訣なのニャ！",
6,"気負いすぎると身体が硬くなってしまうニャ…。
さあ、肩の力を抜くんだニャ！",
7,"いやぁ、あなたがいると心強いですニャ！
今日も、ばっちり成功させましょうニャ！",
8,"そんなチラチラ見なくても大丈夫ですニャ…。
何があろうと必ず付いていきますから、
前を向いているだけで大丈夫ですニャ…。",
9,"今日のあなたは、いつにも増して
カッコよく見えるニャ！
よぉし、わたしもやってやるニャ！",
10,"こういう落ち着いた依頼も悪くないですニャ…。
自分の探しているものを見つけられた時は、
嬉しくて、つい飛び上がってしまうニャ…。",
11,"お疲れ様でしたニャ！
すごく勉強になりましたニャ！",
12,"成功だニャ！
ふう…。
こうやって、少しずつ強くなっていくんだニャ。",
13,"やった！成功ニャ！
でも、なんだろう…この気持ち…。
わたし、もっともっと強くなりたいニャ！",
14,"おみごとですニャ！
くうっ…あの辛い鍛錬のすべてが、
今につながっていると思うと、
感慨深いですニャ…。",
15,"クエスト成功…なんて素敵な響きニャ…。
諦めなければ、いつか必ず報われる。
そのことを実感できたニャ…。",
16,"なにごともひたむきに取り組めば、
必ず結果はついてくるニャ…。
この喜びを、みんなと分かち合いたいニャ！",
17,"素晴らしい結果ですニャ！
ああ、この瞬間が何よりも気持ちいいニャ！",
18,"成功した瞬間、いつも涙が出そうになるニャ…。
あなたといっしょにいられるコトが、
嬉しくて、誇らしくて、
感謝の気持ちで、胸が一杯なんですニャ。",
19,"いえいっ！やったニャ！
…あ、調子に乗っちゃいましたニャ…。
でも、あなたなら分かってくれますニャ？
このどうしようもない、胸の高鳴りを…！",
20,"よおし、無事終了ですニャ！
採集とはいえ、
やはり緊張してしまうものなんですニャ…。",
21,"部位破壊成功ニャ！
やっぱり、目の当たりにすると興奮するニャ！",
22,"部位破壊に成功したニャ！
このまま何事も無ければ良いけどニャ…。",
23,"部位破壊を確認したニャ！
やはりあなたの身のこなしは、
ひと味違うニャ！",
24,"部位破壊を確認！
いつ見ても惚れ惚れしてしまうニャ〜。",
25,"部位破壊成功！
くぅ…この瞬間、たまらないですニャ！",
26,"部位破壊成功！見たかニャ！
これが、わたしたちの華麗な技ニャ！",
27,"落ち込んでいるヒマはないニャ…。
さあ、もう一度、
今度こそ仕留めるニャ！",
28,"弱音を吐くなんて、あなたらしく無いニャ！
立つニャ！立って、
このクエストを成功させるニャ！",
29,"わたしは知っているニャ…。
あなたの持っている最強の武器、
それが『諦めない心』だということを！",
30,"と、取り逃してしまったニャ…。
ええと、どっちに行ったのかニャ…？",
31,"なんという体たらくニャ…。
つ、次は必ず仕留めてみせるニャ！",
32,"まさか、逃げられるなんて…。
…ううっ、わたしの考えが甘かったニャ！",
33,"すぐに追いかけるニャ！
『逃げるが勝ち』なんて、
わたしたちには通用しないニャ！",
34,"おやっ！？
どうやら、かなり弱っているようだニャ！",
35,"あともう少しのようだニャ！
ですが、最後まで気を抜かずに行きますニャ！",
36,"攻撃が効いているニャ！
さあ、あともうひと踏ん張りですニャ！",
37,"見えたニャ！
もう相手に余力はないニャ…。
さあ、トドメだニャ！",
38,"好機だニャ！
わたしたちの攻撃で、トドメといくニャ！",
39,"相手は虫の息ですニャ！
さあ、引導を渡すのはあなたですニャ！",
